Year,Vehicle_ID,Route_Type,Weather,Distance_Travelled_km,Vehicle_Age_km,Efficiency_kWh_per_km,Energy_Consumption_kWh,Charging_Cost_USD,Maintenance_Cost_USD,Operational_Cost_USD
2022-09-25,EV043,rural,mild,785.55,225188.36999999988,0.295,231.77,69.53,0,69.53
2022-10-02,EV043,rural,mild,980.84,226169.20999999988,0.2952,289.58,34.75,0,34.75
2022-10-09,EV043,rural,mild,559.6,226728.80999999988,0.2953,165.28,49.58,0,49.58
2022-10-16,EV043,highway,mild,1059.26,227788.0699999999,0.2956,313.07,37.57,0,37.57
2022-10-23,EV043,highway,mild,1854.81,229642.8799999999,0.2959,548.89,164.67,0,164.67
2022-10-30,EV043,urban,mild,226.71,229869.58999999988,0.296,67.1,16.77,0,16.77
2022-11-06,EV043,highway,mild,1875.23,231744.8199999999,0.2963,555.72,166.72,0,166.72
2022-11-13,EV043,urban,mild,666.7,232411.5199999999,0.2965,197.66,49.41,0,49.41
2022-11-20,EV043,urban,mild,243.17,232654.68999999992,0.2965,72.11,8.65,0,8.65
2022-11-27,EV043,urban,mild,210.27,232864.9599999999,0.2966,62.36,7.48,0,7.48
2022-12-04,EV043,highway,cold,1387.14,234252.09999999992,0.2969,473.54,118.39,0,118.39
2022-12-11,EV043,urban,cold,240.89,234492.98999999993,0.2969,82.25,24.68,0,24.68
2022-12-18,EV043,urban,cold,240.52,234733.50999999992,0.2969,82.13,9.86,0,9.86
2022-12-25,EV043,urban,cold,516.19,235249.69999999992,0.297,176.33,44.08,0,44.08
2023-01-01,EV043,rural,cold,549.63,235799.32999999993,0.2972,187.83,46.96,0,46.96
2023-01-08,EV043,urban,cold,408.99,236208.31999999992,0.2972,139.8,34.95,0,34.95
2023-01-15,EV043,highway,cold,1007.1,237215.41999999993,0.2974,344.49,103.35,0,103.35
2023-01-22,EV043,urban,cold,349.57,237564.98999999993,0.2975,119.6,29.9,0,29.9
2023-01-29,EV043,highway,cold,1081.75,238646.73999999993,0.2977,370.38,44.45,0,44.45
2023-02-05,EV043,rural,cold,1138.0,239784.73999999993,0.298,389.94,116.98,0,116.98
2023-02-12,EV043,highway,cold,1360.98,241145.71999999994,0.2982,466.77,140.03,0,140.03
2023-02-19,EV043,highway,cold,1992.15,243137.86999999994,0.2986,684.15,171.04,0,171.04
2023-02-26,EV043,rural,cold,1096.78,244234.64999999994,0.2988,376.93,113.08,0,113.08
2023-03-05,EV043,highway,mild,1732.32,245966.96999999994,0.2992,518.3,62.2,0,62.2
2023-03-12,EV043,urban,mild,552.32,246519.28999999995,0.2993,165.31,49.59,0,49.59
2023-03-19,EV043,rural,mild,534.37,247053.65999999995,0.2994,160.0,48.0,0,48.0
2023-03-26,EV043,highway,mild,1123.11,248176.76999999993,0.2996,336.52,84.13,0,84.13
2023-04-02,EV043,urban,mild,233.59,248410.35999999993,0.2997,70.0,17.5,0,17.5
2023-04-09,EV043,rural,mild,554.1,248964.45999999993,0.2998,166.12,41.53,0,41.53
2023-04-16,EV043,highway,mild,838.6,249803.05999999994,0.3,251.55,30.19,0,30.19
2023-04-23,EV043,urban,mild,643.05,250446.10999999993,0.3001,192.97,48.24,500,548.24
2023-04-30,EV043,highway,mild,1595.28,252041.38999999993,0.3004,479.24,119.81,0,119.81
2023-05-07,EV043,urban,mild,258.48,252299.86999999994,0.3005,77.66,9.32,0,9.32
2023-05-14,EV043,rural,mild,574.52,252874.38999999993,0.3006,172.69,43.17,0,43.17
2023-05-21,EV043,urban,mild,395.66,253270.04999999993,0.3007,118.96,35.69,0,35.69
2023-05-28,EV043,rural,mild,928.4,254198.44999999992,0.3008,279.3,69.83,0,69.83
2023-06-04,EV043,highway,hot,1465.92,255664.36999999994,0.3011,485.58,121.39,0,121.39
2023-06-11,EV043,urban,hot,361.93,256026.29999999993,0.3012,119.92,14.39,0,14.39
2023-06-18,EV043,rural,hot,987.18,257013.47999999992,0.3014,327.29,81.82,0,81.82
2023-06-25,EV043,rural,hot,1181.54,258195.01999999993,0.3016,392.04,47.04,0,47.04
2023-07-02,EV043,rural,hot,1190.96,259385.97999999992,0.3019,395.48,98.87,0,98.87
2023-07-09,EV043,highway,hot,1382.73,260768.70999999993,0.3022,459.58,137.87,0,137.87
2023-07-16,EV043,rural,hot,861.82,261630.52999999994,0.3023,286.61,71.65,0,71.65
2023-07-23,EV043,highway,hot,1549.51,263180.0399999999,0.3026,515.83,61.9,0,61.9
2023-07-30,EV043,rural,hot,906.38,264086.4199999999,0.3028,301.91,75.48,0,75.48
2023-08-06,EV043,highway,hot,1589.3,265675.7199999999,0.3031,529.95,158.99,0,158.99
2023-08-13,EV043,rural,hot,823.78,266499.49999999994,0.3033,274.84,32.98,0,32.98
2023-08-20,EV043,urban,hot,697.25,267196.74999999994,0.3034,232.73,58.18,0,58.18
2023-08-27,EV043,highway,hot,939.62,268136.36999999994,0.3036,313.82,78.45,0,78.45
2023-09-03,EV043,highway,mild,1796.71,269933.07999999996,0.304,546.18,65.54,0,65.54
2023-09-10,EV043,rural,mild,675.69,270608.76999999996,0.3041,205.49,24.66,200,224.66
2023-09-17,EV043,highway,mild,841.52,271450.29,0.3043,256.07,76.82,0,76.82
2023-09-24,EV043,rural,mild,593.02,272043.31,0.3044,180.52,45.13,0,45.13
2023-10-01,EV043,urban,mild,308.93,272352.24,0.3045,94.06,23.52,0,23.52
2023-10-08,EV043,rural,mild,727.31,273079.55,0.3046,221.55,66.47,0,66.47
2023-10-15,EV043,highway,mild,1602.41,274681.95999999996,0.3049,488.63,58.64,0,58.64
2023-10-22,EV043,rural,mild,525.73,275207.68999999994,0.305,160.37,40.09,0,40.09
2023-10-29,EV043,rural,mild,875.81,276083.49999999994,0.3052,267.31,66.83,0,66.83
2023-11-05,EV043,urban,mild,421.37,276504.86999999994,0.3053,128.64,15.44,0,15.44
2023-11-12,EV043,highway,mild,1766.39,278271.25999999995,0.3057,539.9,64.79,0,64.79
2023-11-19,EV043,highway,mild,1941.0,280212.25999999995,0.306,594.03,148.51,0,148.51
2023-11-26,EV043,highway,mild,1926.61,282138.86999999994,0.3064,590.37,70.84,0,70.84
2023-12-03,EV043,highway,cold,1582.07,283720.93999999994,0.3067,558.08,66.97,0,66.97
2023-12-10,EV043,rural,cold,986.04,284706.9799999999,0.3069,348.05,104.42,0,104.42
2023-12-17,EV043,urban,cold,312.2,285019.17999999993,0.307,110.22,33.07,0,33.07
2023-12-24,EV043,highway,cold,1351.18,286370.3599999999,0.3073,477.46,57.3,0,57.3
2023-12-31,EV043,rural,cold,1099.6,287469.9599999999,0.3075,388.84,116.65,0,116.65
2018-01-07,EV044,urban,cold,564.83,564.83,0.2501,162.46,19.5,2700,2719.5
2018-01-14,EV044,highway,cold,1738.42,2303.25,0.2505,500.72,60.09,0,60.09
2018-01-21,EV044,urban,cold,683.31,2986.56,0.2506,196.92,59.08,0,59.08
2018-01-28,EV044,urban,cold,348.67,3335.23,0.2507,100.51,25.13,0,25.13
2018-02-04,EV044,highway,cold,1305.65,4640.88,0.2509,376.77,94.19,0,94.19
2018-02-11,EV044,rural,cold,726.02,5366.9,0.2511,209.63,52.41,0,52.41
2018-02-18,EV044,rural,cold,1006.23,6373.129999999999,0.2513,290.77,87.23,0,87.23
2018-02-25,EV044,highway,cold,949.36,7322.489999999999,0.2515,274.54,32.94,0,32.94
2018-03-04,EV044,rural,mild,886.25,8208.739999999998,0.2516,223.02,66.91,0,66.91
2018-03-11,EV044,highway,mild,1107.8,9316.539999999997,0.2519,279.01,83.7,0,83.7
2018-03-18,EV044,highway,mild,1659.52,10976.059999999998,0.2522,418.52,125.56,0,125.56
2018-03-25,EV044,highway,mild,1211.6,12187.659999999998,0.2524,305.85,36.7,0,36.7
2018-04-01,EV044,rural,mild,1130.28,13317.939999999999,0.2527,285.58,71.39,0,71.39
2018-04-08,EV044,highway,mild,1523.49,14841.429999999998,0.253,385.39,46.25,0,46.25
2018-04-15,EV044,urban,mild,622.69,15464.119999999999,0.2531,157.6,39.4,0,39.4
2018-04-22,EV044,rural,mild,707.33,16171.449999999999,0.2532,179.12,53.74,0,53.74
2018-04-29,EV044,rural,mild,1194.88,17366.329999999998,0.2535,302.87,75.72,0,75.72
2018-05-06,EV044,highway,mild,1041.57,18407.899999999998,0.2537,264.23,79.27,0,79.27
2018-05-13,EV044,urban,mild,668.28,19076.179999999997,0.2538,169.62,42.41,0,42.41
2018-05-20,EV044,highway,mild,1772.17,20848.35,0.2542,450.43,54.05,0,54.05
2018-05-27,EV044,rural,mild,1079.0,21927.35,0.2544,274.48,32.94,0,32.94
2018-06-03,EV044,rural,hot,1096.34,23023.69,0.2546,307.05,36.85,0,36.85
2018-06-10,EV044,rural,hot,1167.04,24190.73,0.2548,327.15,81.79,0,81.79
2018-06-17,EV044,highway,hot,963.19,25153.92,0.255,270.21,67.55,0,67.55
2018-06-24,EV044,highway,hot,1364.34,26518.26,0.2553,383.15,95.79,0,95.79
2018-07-01,EV044,highway,hot,1228.71,27746.969999999998,0.2555,345.4,41.45,0,41.45
2018-07-08,EV044,rural,hot,1152.44,28899.409999999996,0.2558,324.25,38.91,0,38.91
2018-07-15,EV044,rural,hot,1115.94,30015.349999999995,0.256,314.25,94.27,200,294.27
2018-07-22,EV044,urban,hot,473.3,30488.649999999994,0.2561,133.33,16.0,200,216.0
2018-07-29,EV044,urban,hot,524.66,31013.309999999994,0.2562,147.86,17.74,0,17.74
2018-08-05,EV044,highway,hot,1483.38,32496.689999999995,0.2565,418.53,104.63,0,104.63
2018-08-12,EV044,urban,hot,415.02,32911.70999999999,0.2566,117.14,29.29,0,29.29
2018-08-19,EV044,highway,hot,1336.09,34247.79999999999,0.2568,377.49,113.25,0,113.25
2018-08-26,EV044,urban,hot,508.05,34755.84999999999,0.257,143.6,17.23,0,17.23
2018-09-02,EV044,rural,mild,684.25,35440.09999999999,0.2571,175.91,21.11,0,21.11
2018-09-09,EV044,rural,mild,894.47,36334.56999999999,0.2573,230.12,69.04,0,69.04
2018-09-16,EV044,urban,mild,628.83,36963.399999999994,0.2574,161.86,40.47,0,40.47
2018-09-23,EV044,urban,mild,408.73,37372.13,0.2575,105.24,12.63,0,12.63
2018-09-30,EV044,urban,mild,598.72,37970.85,0.2576,154.23,46.27,0,46.27
2018-10-07,EV044,urban,mild,404.63,38375.479999999996,0.2577,104.26,31.28,0,31.28
2018-10-14,EV044,rural,mild,738.73,39114.21,0.2578,190.46,47.62,0,47.62
2018-10-21,EV044,rural,mild,681.26,39795.47,0.258,175.74,43.94,0,43.94
2018-10-28,EV044,urban,mild,481.49,40276.96,0.2581,124.25,14.91,0,14.91
2018-11-04,EV044,urban,mild,412.19,40689.15,0.2581,106.4,31.92,0,31.92
2018-11-11,EV044,rural,mild,948.09,41637.24,0.2583,244.92,29.39,0,29.39
2018-11-18,EV044,rural,mild,1173.63,42810.869999999995,0.2586,303.46,75.86,0,75.86
2018-11-25,EV044,highway,mild,976.4,43787.27,0.2588,252.65,63.16,0,63.16
2018-12-02,EV044,rural,cold,757.97,44545.24,0.2589,225.68,56.42,0,56.42
2018-12-09,EV044,rural,cold,1167.11,45712.35,0.2591,347.81,104.34,0,104.34
2018-12-16,EV044,highway,cold,811.2,46523.549999999996,0.2593,241.9,60.48,0,60.48
2018-12-23,EV044,highway,cold,1149.98,47673.53,0.2595,343.23,41.19,0,41.19
2018-12-30,EV044,rural,cold,578.56,48252.09,0.2597,172.76,51.83,0,51.83
2019-01-06,EV044,urban,cold,388.06,48640.149999999994,0.2597,115.91,34.77,0,34.77
2019-01-13,EV044,urban,cold,351.7,48991.84999999999,0.2598,105.08,26.27,0,26.27
2019-01-20,EV044,highway,cold,1567.52,50559.36999999999,0.2601,468.89,140.67,500,640.67
2019-01-27,EV044,rural,cold,893.75,51453.11999999999,0.2603,267.53,66.88,0,66.88
2019-02-03,EV044,rural,cold,1133.93,52587.04999999999,0.2605,339.72,40.77,0,40.77
2019-02-10,EV044,urban,cold,452.2,53039.249999999985,0.2606,135.52,16.26,0,16.26
2019-02-17,EV044,highway,cold,1602.94,54642.18999999999,0.2609,480.99,57.72,0,57.72
2019-02-24,EV044,highway,cold,1514.89,56157.07999999999,0.2612,455.1,113.78,0,113.78
2019-03-03,EV044,rural,mild,1192.56,57349.639999999985,0.2615,311.82,93.55,0,93.55
2019-03-10,EV044,urban,mild,587.19,57936.82999999999,0.2616,153.6,18.43,0,18.43
2019-03-17,EV044,urban,mild,412.68,58349.50999999999,0.2617,107.99,27.0,0,27.0
2019-03-24,EV044,rural,mild,1041.96,59391.46999999999,0.2619,272.87,81.86,0,81.86
2019-03-31,EV044,rural,mild,545.2,59936.669999999984,0.262,142.84,42.85,0,42.85
2019-04-07,EV044,highway,mild,1036.19,60972.859999999986,0.2622,271.68,81.5,200,281.5
2019-04-14,EV044,highway,mild,850.34,61823.19999999998,0.2624,223.1,26.77,0,26.77
2019-04-21,EV044,highway,mild,1711.78,63534.97999999998,0.2627,449.7,134.91,0,134.91
2019-04-28,EV044,urban,mild,668.48,64203.459999999985,0.2628,175.7,21.08,0,21.08
2019-05-05,EV044,rural,mild,957.87,65161.32999999999,0.263,251.95,30.23,0,30.23
2019-05-12,EV044,highway,mild,923.46,66084.79,0.2632,243.07,29.17,0,29.17
2019-05-19,EV044,urban,mild,627.69,66712.48,0.2633,165.3,19.84,0,19.84
2019-05-26,EV044,rural,mild,705.77,67418.25,0.2635,185.96,46.49,0,46.49
2019-06-02,EV044,urban,hot,213.92,67632.17,0.2635,62.01,18.6,0,18.6
2019-06-09,EV044,highway,hot,929.88,68562.05,0.2637,269.74,67.44,0,67.44
2019-06-16,EV044,rural,hot,1195.44,69757.49,0.264,347.09,104.13,0,104.13
2019-06-23,EV044,urban,hot,245.76,70003.25,0.264,71.37,8.56,0,8.56
2019-06-30,EV044,highway,hot,1755.48,71758.73,0.2644,510.47,127.62,0,127.62
2019-07-07,EV044,rural,hot,1055.16,72813.89,0.2646,307.07,36.85,0,36.85
2019-07-14,EV044,rural,hot,1021.4,73835.29,0.2648,297.48,74.37,0,74.37
2019-07-21,EV044,rural,hot,879.32,74714.61,0.2649,256.27,30.75,0,30.75
2019-07-28,EV044,urban,hot,341.0,75055.61,0.265,99.41,11.93,0,11.93
2019-08-04,EV044,rural,hot,796.59,75852.2,0.2652,232.36,27.88,0,27.88
2019-08-11,EV044,urban,hot,638.44,76490.64,0.2653,186.31,55.89,0,55.89
2019-08-18,EV044,urban,hot,312.26,76802.9,0.2654,91.15,27.35,0,27.35
2019-08-25,EV044,urban,hot,387.95,77190.84999999999,0.2654,113.27,33.98,0,33.98
2019-09-01,EV044,highway,mild,866.45,78057.29999999999,0.2656,230.14,27.62,0,27.62
2019-09-08,EV044,urban,mild,349.67,78406.96999999999,0.2657,92.9,11.15,0,11.15
2019-09-15,EV044,highway,mild,921.06,79328.02999999998,0.2659,244.88,73.46,0,73.46
2019-09-22,EV044,highway,mild,1139.61,80467.63999999998,0.2661,303.24,75.81,0,75.81
2019-09-29,EV044,highway,mild,1068.02,81535.65999999999,0.2663,284.42,71.11,0,71.11
2019-10-06,EV044,rural,mild,1024.63,82560.29,0.2665,273.08,81.92,0,81.92
2019-10-13,EV044,urban,mild,570.23,83130.51999999999,0.2666,152.04,45.61,0,45.61
2019-10-20,EV044,highway,mild,849.01,83979.52999999998,0.2668,226.51,27.18,0,27.18
2019-10-27,EV044,rural,mild,553.3,84532.82999999999,0.2669,147.68,44.3,0,44.3
2019-11-03,EV044,urban,mild,667.68,85200.50999999998,0.267,178.3,44.58,0,44.58
2019-11-10,EV044,rural,mild,639.67,85840.17999999998,0.2672,170.9,42.73,0,42.73
2019-11-17,EV044,highway,mild,1110.86,86951.03999999998,0.2674,297.03,74.26,0,74.26
2019-11-24,EV044,rural,mild,556.5,87507.53999999998,0.2675,148.86,17.86,0,17.86
2019-12-01,EV044,urban,cold,541.09,88048.62999999998,0.2676,166.52,41.63,0,41.63
2019-12-08,EV044,highway,cold,1340.93,89389.55999999997,0.2679,413.09,49.57,0,49.57
2019-12-15,EV044,urban,cold,677.13,90066.68999999997,0.268,208.7,62.61,200,262.61
2019-12-22,EV044,highway,cold,1418.37,91485.05999999997,0.2683,437.63,131.29,0,131.29
2019-12-29,EV044,rural,cold,968.67,92453.72999999997,0.2685,299.09,74.77,0,74.77
2020-01-05,EV044,rural,cold,647.11,93100.83999999997,0.2686,199.9,49.98,0,49.98
2020-01-12,EV044,highway,cold,1642.05,94742.88999999997,0.2689,507.87,152.36,0,152.36
2020-01-19,EV044,rural,cold,718.13,95461.01999999997,0.2691,222.23,66.67,0,66.67
2020-01-26,EV044,urban,cold,358.79,95819.80999999997,0.2692,111.06,33.32,0,33.32
2020-02-02,EV044,urban,cold,548.75,96368.55999999997,0.2693,169.93,42.48,0,42.48
2020-02-09,EV044,rural,cold,698.74,97067.29999999997,0.2694,216.49,25.98,0,25.98
2020-02-16,EV044,rural,cold,1107.94,98175.23999999998,0.2696,343.55,103.06,0,103.06
2020-02-23,EV044,highway,cold,1520.12,99695.35999999997,0.2699,471.89,141.57,0,141.57
2020-03-01,EV044,highway,mild,1698.73,101394.08999999997,0.2703,459.13,55.1,0,55.1
2020-03-08,EV044,rural,mild,997.31,102391.39999999997,0.2705,269.75,32.37,0,32.37
2020-03-15,EV044,highway,mild,1730.9,104122.29999999996,0.2708,468.77,117.19,0,117.19
2020-03-22,EV044,urban,mild,432.52,104554.81999999996,0.2709,117.17,29.29,0,29.29
2020-03-29,EV044,urban,mild,697.05,105251.86999999997,0.2711,188.94,22.67,0,22.67
2020-04-05,EV044,rural,mild,1177.89,106429.75999999997,0.2713,319.55,95.86,0,95.86
2020-04-12,EV044,urban,mild,366.34,106796.09999999996,0.2714,99.41,24.85,0,24.85
2020-04-19,EV044,rural,mild,765.39,107561.48999999996,0.2715,207.81,62.34,0,62.34
2020-04-26,EV044,rural,mild,784.12,108345.60999999996,0.2717,213.02,53.26,0,53.26
2020-05-03,EV044,rural,mild,980.86,109326.46999999996,0.2719,266.66,32.0,0,32.0
2020-05-10,EV044,urban,mild,398.6,109725.06999999996,0.2719,108.4,32.52,0,32.52
2020-05-17,EV044,highway,mild,809.64,110534.70999999996,0.2721,220.31,66.09,0,66.09
2020-05-24,EV044,rural,mild,1133.48,111668.18999999996,0.2723,308.68,77.17,0,77.17
2020-05-31,EV044,highway,mild,1107.26,112775.44999999995,0.2726,301.79,36.21,0,36.21
2020-06-07,EV044,urban,hot,601.51,113376.95999999995,0.2727,180.42,45.1,0,45.1
2020-06-14,EV044,rural,hot,745.63,114122.58999999995,0.2728,223.77,67.13,0,67.13
2020-06-21,EV044,urban,hot,526.75,114649.33999999995,0.2729,158.14,18.98,0,18.98
2020-06-28,EV044,rural,hot,672.77,115322.10999999996,0.2731,202.08,24.25,0,24.25
2020-07-05,EV044,urban,hot,214.38,115536.48999999996,0.2731,64.4,7.73,0,7.73
2020-07-12,EV044,highway,hot,1131.66,116668.14999999997,0.2733,340.25,102.08,0,102.08
2020-07-19,EV044,rural,hot,1019.18,117687.32999999996,0.2735,306.66,36.8,0,36.8
2020-07-26,EV044,highway,hot,1071.06,118758.38999999996,0.2738,322.52,96.76,0,96.76
2020-08-02,EV044,highway,hot,1606.34,120364.72999999995,0.2741,484.28,121.07,200,321.07
2020-08-09,EV044,highway,hot,1873.37,122238.09999999995,0.2744,565.56,141.39,0,141.39
2020-08-16,EV044,rural,hot,521.45,122759.54999999994,0.2746,157.48,18.9,0,18.9
2020-08-23,EV044,highway,hot,1939.11,124698.65999999995,0.2749,586.45,175.94,0,175.94
2020-08-30,EV044,highway,hot,1895.74,126594.39999999995,0.2753,574.13,172.24,0,172.24
2020-09-06,EV044,urban,mild,552.51,127146.90999999995,0.2754,152.18,18.26,0,18.26
2020-09-13,EV044,rural,mild,550.14,127697.04999999994,0.2755,151.59,18.19,0,18.19
2020-09-20,EV044,highway,mild,1204.56,128901.60999999994,0.2758,332.19,39.86,0,39.86
2020-09-27,EV044,urban,mild,270.85,129172.45999999995,0.2758,74.71,8.97,0,8.97
2020-10-04,EV044,rural,mild,826.7,129999.15999999995,0.276,228.17,27.38,0,27.38
2020-10-11,EV044,highway,mild,1863.09,131862.24999999994,0.2764,514.91,61.79,0,61.79
2020-10-18,EV044,urban,mild,306.6,132168.84999999995,0.2764,84.75,21.19,0,21.19
2020-10-25,EV044,urban,mild,511.7,132680.54999999996,0.2765,141.5,16.98,0,16.98
2020-11-01,EV044,rural,mild,799.42,133479.96999999997,0.2767,221.2,66.36,0,66.36
2020-11-08,EV044,urban,mild,321.34,133801.30999999997,0.2768,88.93,22.23,0,22.23
2020-11-15,EV044,rural,mild,632.47,134433.77999999997,0.2769,175.12,52.54,0,52.54
2020-11-22,EV044,urban,mild,483.05,134916.82999999996,0.277,133.8,40.14,0,40.14
2020-11-29,EV044,urban,mild,457.47,135374.29999999996,0.2771,126.75,38.02,0,38.02
2020-12-06,EV044,urban,cold,202.08,135576.37999999995,0.2771,64.4,16.1,0,16.1
2020-12-13,EV044,highway,cold,1809.66,137386.03999999995,0.2775,577.46,144.37,0,144.37
2020-12-20,EV044,highway,cold,1918.54,139304.57999999996,0.2779,613.05,183.91,0,183.91
2020-12-27,EV044,urban,cold,525.56,139830.13999999996,0.278,168.0,42.0,0,42.0
2021-01-03,EV044,highway,cold,1375.96,141206.09999999995,0.2782,440.28,110.07,0,110.07
2021-01-10,EV044,highway,cold,1315.34,142521.43999999994,0.2785,421.28,105.32,0,105.32
2021-01-17,EV044,rural,cold,857.86,143379.29999999993,0.2787,274.92,68.73,0,68.73
2021-01-24,EV044,highway,cold,1418.54,144797.83999999994,0.279,455.07,136.52,0,136.52
2021-01-31,EV044,rural,cold,687.01,145484.84999999995,0.2791,220.5,66.15,0,66.15
2021-02-07,EV044,urban,cold,581.67,146066.51999999996,0.2792,186.77,56.03,0,56.03
2021-02-14,EV044,highway,cold,1047.79,147114.30999999997,0.2794,336.69,40.4,0,40.4
2021-02-21,EV044,rural,cold,1045.66,148159.96999999997,0.2796,336.26,40.35,0,40.35
2021-02-28,EV044,highway,cold,1109.31,149269.27999999997,0.2799,357.01,89.25,0,89.25
2021-03-07,EV044,highway,mild,1379.26,150648.53999999998,0.2801,386.37,115.91,700,815.91
2021-03-14,EV044,rural,mild,825.44,151473.97999999998,0.2803,231.37,69.41,0,69.41
2021-03-21,EV044,highway,mild,811.2,152285.18,0.2805,227.51,68.25,0,68.25
2021-03-28,EV044,urban,mild,379.16,152664.34,0.2805,106.37,31.91,0,31.91
2021-04-04,EV044,urban,mild,681.67,153346.01,0.2807,191.32,57.4,0,57.4
2021-04-11,EV044,urban,mild,364.12,153710.13,0.2807,102.22,12.27,0,12.27
2021-04-18,EV044,rural,mild,834.9,154545.03,0.2809,234.53,70.36,0,70.36
2021-04-25,EV044,urban,mild,459.65,155004.68,0.281,129.16,38.75,0,38.75
2021-05-02,EV044,urban,mild,585.89,155590.57,0.2811,164.7,19.76,0,19.76
2021-05-09,EV044,highway,mild,1673.07,157263.64,0.2815,470.89,141.27,0,141.27
2021-05-16,EV044,urban,mild,201.17,157464.81000000003,0.2815,56.63,16.99,0,16.99
2021-05-23,EV044,highway,mild,1638.54,159103.35000000003,0.2818,461.77,138.53,0,138.53
2021-05-30,EV044,highway,mild,1281.38,160384.73000000004,0.2821,361.45,43.37,0,43.37
2021-06-06,EV044,rural,hot,580.05,160964.78000000003,0.2822,180.05,54.02,0,54.02
2021-06-13,EV044,highway,hot,1432.75,162397.53000000003,0.2825,445.19,53.42,0,53.42
2021-06-20,EV044,urban,hot,436.27,162833.80000000002,0.2826,135.6,33.9,0,33.9
2021-06-27,EV044,rural,hot,759.0,163592.80000000002,0.2827,236.04,28.32,0,28.32
2021-07-04,EV044,highway,hot,1495.38,165088.18000000002,0.283,465.54,116.39,0,116.39
2021-07-11,EV044,rural,hot,863.68,165951.86000000002,0.2832,269.04,80.71,0,80.71
2021-07-18,EV044,rural,hot,1174.66,167126.52000000002,0.2834,366.22,91.56,0,91.56
2021-07-25,EV044,rural,hot,819.83,167946.35,0.2836,255.74,63.94,0,63.94
2021-08-01,EV044,urban,hot,367.87,168314.22,0.2837,114.79,34.44,0,34.44
2021-08-08,EV044,highway,hot,906.62,169220.84,0.2838,283.07,70.77,0,70.77
2021-08-15,EV044,rural,hot,1175.44,170396.28,0.2841,367.31,91.83,0,91.83
2021-08-22,EV044,urban,hot,463.73,170860.01,0.2842,144.96,36.24,0,36.24
2021-08-29,EV044,rural,hot,590.72,171450.73,0.2843,184.73,55.42,0,55.42
2021-09-05,EV044,highway,mild,1139.46,172590.19,0.2845,324.2,81.05,0,81.05
2021-09-12,EV044,urban,mild,260.85,172851.04,0.2846,74.23,22.27,0,22.27
2021-09-19,EV044,highway,mild,1380.22,174231.26,0.2848,393.15,117.94,0,117.94
2021-09-26,EV044,rural,mild,636.83,174868.09,0.285,181.48,54.44,0,54.44
2021-10-03,EV044,highway,mild,1240.32,176108.41,0.2852,353.77,42.45,0,42.45
2021-10-10,EV044,highway,mild,1951.07,178059.48,0.2856,557.25,66.87,0,66.87
2021-10-17,EV044,highway,mild,1334.01,179393.49000000002,0.2859,381.37,45.76,0,45.76
2021-10-24,EV044,highway,mild,1850.05,181243.54,0.2862,529.57,63.55,0,63.55
2021-10-31,EV044,rural,mild,581.64,181825.18000000002,0.2864,166.56,41.64,0,41.64
2021-11-07,EV044,highway,mild,1520.53,183345.71000000002,0.2867,435.89,108.97,0,108.97
2021-11-14,EV044,highway,mild,1483.15,184828.86000000002,0.287,425.61,106.4,0,106.4
2021-11-21,EV044,highway,mild,1541.03,186369.89,0.2873,442.7,132.81,0,132.81
2021-11-28,EV044,highway,mild,1251.92,187621.81000000003,0.2875,359.96,89.99,0,89.99
2021-12-05,EV044,urban,cold,222.26,187844.07000000004,0.2876,73.5,18.38,0,18.38
2021-12-12,EV044,urban,cold,590.94,188435.01000000004,0.2877,195.51,23.46,0,23.46
2021-12-19,EV044,highway,cold,1790.9,190225.91000000003,0.288,593.24,177.97,0,177.97
2021-12-26,EV044,urban,cold,403.05,190628.96000000002,0.2881,133.55,16.03,0,16.03
2022-01-02,EV044,urban,cold,255.91,190884.87000000002,0.2882,84.81,25.44,0,25.44
2022-01-09,EV044,urban,cold,612.86,191497.73,0.2883,203.19,60.96,0,60.96
2022-01-16,EV044,urban,cold,471.4,191969.13,0.2884,156.34,39.09,0,39.09
2022-01-23,EV044,rural,cold,629.24,192598.37,0.2885,208.78,52.2,0,52.2
2022-01-30,EV044,urban,cold,650.54,193248.91,0.2886,215.94,25.91,0,25.91
2022-02-06,EV044,highway,cold,1730.05,194978.96,0.289,574.97,172.49,0,172.49
2022-02-13,EV044,urban,cold,316.14,195295.1,0.2891,105.09,31.53,0,31.53
2022-02-20,EV044,rural,cold,738.59,196033.69,0.2892,245.65,61.41,0,61.41
2022-02-27,EV044,urban,cold,470.24,196503.93,0.2893,156.45,46.93,0,46.93
2022-03-06,EV044,urban,mild,473.53,196977.46,0.2894,137.04,34.26,0,34.26
2022-03-13,EV044,urban,mild,633.28,197610.74,0.2895,183.35,22.0,0,22.0
2022-03-20,EV044,highway,mild,1997.67,199608.41,0.2899,579.17,69.5,0,69.5
2022-03-27,EV044,highway,mild,1860.51,201468.92,0.2903,540.09,64.81,0,64.81
2022-04-03,EV044,urban,mild,666.83,202135.75,0.2904,193.67,58.1,0,58.1
2022-04-10,EV044,rural,mild,1109.01,203244.76,0.2906,322.33,80.58,0,80.58
2022-04-17,EV044,rural,mild,986.69,204231.45,0.2908,286.98,71.75,0,71.75
2022-04-24,EV044,rural,mild,625.05,204856.5,0.291,181.87,21.82,0,21.82
